time,x,y,z
3549,216,-284,-1024
3571,208,-268,-984
3593,220,-268,-976
3615,200,-272,-988
3636,232,-280,-984
3658,204,-284,-1008
3679,192,-280,-964
3701,192,-268,-964
3723,180,-232,-1032
3745,168,-252,-1068
3767,288,-252,-964
3789,396,-300,-1008
3811,168,-276,-932
3833,320,-308,-1132
3855,428,-384,-936
3877,300,-360,-964
3899,212,-368,-1028
3921,236,-352,-1004
3943,268,-336,-904
3964,268,-364,-956
3986,268,-324,-1000
4007,296,-340,-1004
4028,264,-324,-960
4050,244,-300,-908
4071,236,-276,-892
4093,272,-300,-936
4115,436,-388,-1316
4137,104,-244,-584
4160,240,-328,-1032
4181,248,-280,-1008
4203,272,-360,-912
4224,192,-352,-848
4246,192,-308,-1052
4268,276,-320,-1016
4290,288,-296,-1032
4311,444,-352,-1176
4333,244,-296,-968
4356,252,-320,-912
4377,296,-304,-1004
4399,288,-364,-940
4421,196,-292,-1040
4443,276,-300,-976
4465,244,-308,-1028
4487,144,-256,-952
4509,232,-320,-1012
4531,244,-296,-972
4553,180,-284,-920
4575,232,-304,-984
4596,216,-256,-1004
4618,224,-272,-1008
4639,836,-476,-1020
4661,116,-308,-1016
4683,228,-340,-964
4705,208,-308,-1020
4728,220,-320,-828
4749,332,-424,-1076
4771,188,-332,-868
4792,132,-256,-1164
4814,120,-248,-972
4835,308,-352,-908
4857,228,-248,-948
4879,212,-268,-1028
4901,348,-240,-1080
4923,500,-280,-1004
4945,244,-280,-756
4967,748,-760,-1176
4989,96,-372,-996
5011,152,-404,-1836
5033,-240,-100,-1564
5057,1108,-1196,-1208
5081,2032,-732,720
5104,1716,-472,-900
5125,808,-276,-2012
5147,-988,532,-1276
5169,-2040,1164,-900
5192,-2040,1208,404
5214,-1784,1160,624
5235,252,1404,1060
5257,2036,1432,1076
5279,2040,1040,32
5302,2040,644,-2040
5324,2040,524,-2040
5345,284,1516,-2040
5367,-1272,1644,-2040
5390,-1804,1596,-472
5413,-1576,1380,1756
5437,-180,1428,2040
5459,1372,1312,2040
5481,2040,2032,1560
5504,2040,2040,-1868
5527,2040,2040,-2040
5551,-396,2040,-2040
5574,-1092,2040,-884
5597,-1512,2040,1708
5621,-920,1812,2040
5643,1056,1876,2040
5665,2040,1616,2040
5688,2040,2040,2040
5709,1600,2040,-1156
5732,2040,2040,-2040
5755,1716,2040,-2040
5778,-1152,2040,-124
5801,-1224,1680,1344
5825,-956,1608,1464
5847,608,2040,2040
5869,2040,1492,2040
5891,2040,1464,2004
5912,2040,2040,16
5934,1528,2040,-2040
5957,-36,2040,-2040
5979,-2040,2040,-2040
6003,-2040,2040,-2040
6027,-1244,1860,1676
6051,-36,2040,2016
6073,2040,2040,2040
6095,2040,2036,2040
6117,2040,2000,792
6139,2016,1936,-2028
6162,816,2040,-2040
6183,-1964,2040,-2040
6207,-2040,1952,-2040
6231,-2040,2040,-1512
6255,-1224,972,-664
6277,-484,2040,112
6299,1328,2040,2004
6321,2040,1948,2040
6343,2040,1880,2040
6365,2040,2040,-1256
6389,2040,2040,-2040
6413,500,2040,-2040
6436,-2040,2040,-2040
6459,-2040,2040,-2020
6483,-952,1484,292
6505,132,2040,1112
6527,1948,2040,2040
6549,2040,1436,2040
6571,2040,2040,2016
6593,2040,2040,-2040
6617,2040,2040,-2040
6641,840,2040,-2040
6663,-2036,2040,-2040
6686,-1816,2040,-1412
6709,-168,2040,1504
6731,780,2040,2040
6752,2040,2040,2040
6774,2040,1008,2040
6795,2040,2040,828
6817,2040,2040,-2040
6841,2040,2040,-2040
6864,816,2040,-2040
6886,-2040,2040,-2040
6909,-1908,2040,-1152
6933,-1872,1228,100
6955,-1572,1632,-132
6978,1796,2040,2040
7001,2040,2040,2040
7022,2040,2040,-904
7043,2040,2040,-2040
7066,2040,2040,-2040
7089,-556,2040,-2040
7112,-2040,2040,-2040
7136,-2040,2040,-1032
7159,-1368,1560,-264
7184,-676,1904,376
7205,304,2040,2040
7227,2040,2040,2040
7249,2040,2040,-1424
7272,2040,2040,-2040
7295,2040,2040,-2040
7319,712,2040,-2040
7341,-2012,2040,-2040
7365,-2040,2040,-56
7387,-1512,1596,1028
7410,-848,2040,2040
7431,296,2040,2040
7453,1808,2040,2040
7475,2040,2040,-2040
7499,2040,2040,-2040
7523,2040,2040,-2040
7547,-156,2040,-2040
7571,-1488,2040,-1720
7594,-1300,2040,428
7615,-1248,1548,716
7637,-808,2040,2032
7659,652,2040,2040
7681,2040,2040,2040
7703,2040,2040,-2040
7727,2040,2040,-2040
7752,2040,2040,-2040
7775,-380,2040,-2040
7798,-936,2040,-148
7819,-1092,2040,1436
7842,-1200,2040,2040
7865,-592,2040,2040
7887,1380,2040,2040
7909,2040,2040,564
7932,2040,2040,-2040
7956,2040,2040,-2040
7979,996,2040,-2040
8003,-812,2040,-1236
8026,-1624,2040,708
8047,-2040,2040,1676
8071,-1364,2040,2040
8095,1420,2040,2040
8117,2040,2040,-2040
8141,2040,2040,-2040
8165,2040,2040,-2040
8188,1384,2040,-2040
8211,-984,2040,-1020
8234,-2040,2040,888
8255,-2040,1876,1556
8279,-1628,2040,2040
8304,2040,2040,2040
8326,2040,2040,-1116
8349,2040,2040,-2040
8372,2040,2040,-2040
8395,1480,2040,-2040
8418,-708,2040,-2040
8441,-1700,1640,-144
8465,-2040,1224,8
8487,-2040,2016,648
8509,-1020,2040,2040
8533,2040,2040,1228
8555,2040,2040,-1940
8578,2040,2040,-2040
8601,2040,2040,-2040
8625,276,2040,-2040
8647,-1568,2040,-2040
8671,-2040,1676,-620
8695,-2040,1944,-176
8719,844,2040,2040
8740,2040,2040,2040
8762,2040,2040,-724
8783,2040,2040,-2040
8807,2040,2040,-2040
8831,1448,2040,-2040
8855,-1508,2040,-2040
8879,-2040,2040,-796
8903,-2040,1584,268
8924,-840,2040,2040
8946,1528,2040,2040
8967,2040,2040,1300
8989,2040,2040,-2040
9013,2040,2040,-2040
9037,2040,2040,-2040
9060,1488,2040,-2040
9084,-916,2040,-1948
9107,-1408,2040,352
9129,-2008,2000,1216
9152,-1028,2040,2040
9176,2040,2040,2040
9198,2040,2040,-1200
9221,2040,2040,-2040
9244,2040,2040,-1956
9269,2040,2040,-2040
9292,608,2040,-1748
9313,-400,2040,1300
9335,-1532,1520,1412
9358,-2040,2040,2040
9381,1024,2040,2040
9403,2040,2040,236
9425,2040,2040,-2040
9449,2040,2040,-1752
9473,2040,2040,-2040
9496,1340,2040,-2040
9519,-448,2040,-688
9541,-812,2040,1168
9563,-1216,2040,2040
9587,772,1708,2040
9609,2040,2040,-144
9632,2040,2040,-2040
9656,2040,1296,-2040
9679,1108,1688,-2040
9702,-796,1864,-784
9723,-1396,916,1688
9745,128,360,1352
9767,1836,260,68
9789,2040,68,-736
9811,1328,280,-1208
9833,304,348,-932
9855,224,280,-596
9876,880,172,-492
9898,980,188,-528
9919,664,220,-816
9941,688,296,-772
9963,984,100,-628
9985,992,124,-580
10007,960,104,-460
10029,648,128,-860
10051,688,148,-420
10072,628,-432,-224
10094,1028,8,-432
10115,932,8,-1156
10137,596,28,-1164
10159,376,40,-808
10181,564,-44,-552
10204,828,-24,-632
10225,904,-56,-592
10247,612,-12,-756
10269,464,-28,-916
10291,520,-16,-1384
10313,756,-80,-484
10335,728,-88,-320
10357,688,-100,-544
10379,560,-72,-892
10401,684,-88,-932
10423,696,-116,-816
10444,596,-112,-780
10466,564,-104,-804
10487,620,-104,-788
10509,600,-84,-852
10531,660,-128,-856
10553,692,-116,-968
10576,672,-100,-876
10597,588,-100,-708
10618,540,-100,-684
10639,612,-136,-864
10661,640,-128,-956
10683,616,-140,-924
10706,612,-120,-724
10727,652,-136,-792
10749,624,-128,-896
10772,644,-144,-920
10793,636,-144,-864
10815,580,-120,-812
10837,620,-116,-776
10859,632,-124,-844
10881,596,-116,-900
10903,612,-116,-884
10925,564,-112,-800
10948,600,-128,-828
10969,544,-120,-952
10991,616,-124,-796
11013,652,-140,-836
11035,628,-120,-904
11058,604,-124,-776
11079,604,-112,-860
11101,644,-108,-796
11123,552,-124,-952
11145,580,-120,-892
11167,632,-140,-888
11188,600,-136,-864
11210,556,-128,-852
11231,632,-140,-864
11253,628,-124,-880
11275,568,-132,-912
11297,484,-116,-820
11319,564,-148,-748
11341,560,-148,-868
11363,564,-164,-980
11385,508,-144,-924
11407,524,-136,-776
11429,572,-140,-964
11451,588,-164,-912
11473,476,-140,-856
11495,544,-120,-828
11517,592,-144,-912
11539,592,-144,-916
11560,576,-136,-832
11582,520,-128,-852
11603,596,-148,-924
11625,568,-140,-904
11647,524,-132,-900
11669,528,-128,-820
11691,556,-140,-832
11713,492,-140,-852
11735,500,-136,-864
11756,628,-156,-948
11778,628,-152,-992
11799,488,-128,-868
11821,480,-128,-708
11844,568,-140,-988
11865,584,-164,-952
11888,524,-140,-880
11909,520,-140,-832
11931,544,-136,-868
11952,568,-144,-924
11974,572,-144,-924
11995,548,-140,-896
12017,528,-132,-860
12039,552,-136,-876
12061,552,-132,-868
12084,564,-124,-908
12105,620,-132,-908
12126,596,-136,-932
12147,504,-120,-840
12169,460,-136,-816
12191,472,-140,-888
12213,536,-156,-860
12235,572,-176,-912
12258,520,-164,-888
12280,532,-160,-860
12302,552,-148,-876
12323,560,-148,-864
12345,600,-152,-936
12367,508,-144,-944
12389,412,-116,-792
12411,580,-124,-760
12433,684,-132,-952
12456,604,-120,-1048
12480,464,-104,-916
12501,500,-128,-784
12523,556,-136,-820
12545,552,-120,-964
12567,588,-132,-988
12589,512,-136,-800
12611,532,-148,-872
12633,552,-152,-956
12655,540,-156,-928
12676,528,-152,-864
12697,536,-132,-856
12719,556,-136,-884
12741,516,-144,-856
12763,492,-132,-904
12785,552,-136,-948
12807,576,-144,-916
12829,520,-128,-852
12852,500,-136,-876
12873,576,-140,-892
12895,576,-140,-892
12917,520,-144,-892
12939,516,-140,-856
12962,536,-148,-908
12983,544,-144,-904
13004,532,-140,-924
13026,548,-144,-864
13047,544,-136,-880
13068,552,-124,-876
13090,548,-136,-880
13111,540,-128,-904
13133,520,-124,-920
13155,540,-124,-872
13177,544,-136,-864
13199,528,-132,-892
13221,528,-132,-908
13243,544,-148,-868
13264,524,-136,-880
13286,548,-152,-884
13307,536,-140,-976
13329,524,-140,-912
13351,520,-88,-816
13373,528,-144,-884
13396,516,-148,-888
13418,528,-136,-936
13440,592,-152,-872
13462,528,-128,-856
13483,504,-132,-900
13505,564,-136,-916
13527,548,-140,-880
13549,504,-140,-864
13571,524,-124,-904
13593,556,-140,-920
13615,532,-140,-868
13636,512,-148,-908
13658,520,-140,-868
13679,552,-140,-836
13701,544,-148,-876
13723,536,-140,-948
13745,544,-132,-940
13768,548,-132,-836
13789,516,-136,-912
13811,544,-136,-952
13832,560,-128,-916
13854,552,-116,-856
13875,524,-132,-836
13897,508,-128,-908
13919,508,-128,-884
13941,540,-136,-916
13963,560,-120,-936
13985,548,-124,-900
14007,516,-128,-836
14029,524,-128,-868
14051,564,-144,-940
14073,564,-140,-916
14095,524,-140,-904
14117,512,-136,-872
14140,544,-128,-876
14161,560,-140,-884
14183,508,-120,-912
14205,532,-136,-848
14227,544,-136,-872
14249,524,-128,-920
14271,528,-120,-932
14293,564,-128,-888
14315,528,-148,-860
14337,492,-140,-868
14360,528,-120,-944
14381,580,-144,-920
14403,512,-136,-844
14425,488,-148,-876
14447,504,-136,-924
14469,564,-144,-928
14491,580,-136,-900
14514,492,-124,-880
14536,548,-140,-900
14557,540,-128,-912
14579,536,-132,-912
14601,524,-124,-876
14623,520,-132,-888
14644,512,-124,-888
14666,520,-128,-924
14687,540,-124,-896
14709,516,-132,-912
14732,520,-128,-872
14753,520,-124,-896
14775,548,-128,-920
14797,540,-136,-888
14819,524,-132,-900
14841,512,-132,-920
14863,512,-136,-872
14885,540,-128,-896
14907,524,-132,-924
14929,504,-132,-888
14950,500,-124,-884
14971,512,-112,-924
14993,552,-120,-904
15015,540,-124,-912
15037,500,-124,-892
15059,476,-120,-856
15081,524,-128,-900
15104,572,-124,-932
15125,528,-116,-928
15147,468,-120,-880
15169,480,-108,-820
15191,508,-108,-912
15213,524,-100,-924
15235,484,-56,-956
15257,396,60,-776
15279,424,172,-348
15300,1416,56,-100
15322,1768,56,-1072
15343,1808,32,-2040
15365,1064,348,-2040
15389,352,372,-2040
15411,-820,176,-1140
15435,-1692,88,-1156
15459,-2040,176,-800
15483,-2040,384,-320
15506,-1772,952,748
15527,-432,1724,2040
15550,2040,2040,820
15571,2040,2040,-1276
15594,2040,1964,-2040
15617,2040,1668,-2040
15640,1560,1924,-2040
15664,124,1476,-2040
15687,-996,872,-1664
15710,-1876,748,-1504
15733,-2040,1072,-1852
15756,-292,2040,2040
15780,1680,2040,2040
15803,2040,1628,2040
15827,2040,2040,-996
15851,2040,1812,-2040
15875,2040,2040,-2040
15898,-48,2040,-2040
15921,-2040,2008,-1216
15945,-2040,2040,388
15968,136,2040,2040
15990,2040,2040,2040
16015,2040,1832,2040
16040,2040,2040,1060
16063,2040,2040,-1992
16086,2040,2040,-2040
16109,-168,2032,-2040
16132,-516,1836,-2040
16156,-588,1552,-1556
16179,-1292,1644,-856
16203,-1280,2040,560
16228,392,2040,2040
16249,2040,2040,2040
16272,2040,1452,2040
16295,2040,2040,-2040
16318,2040,2040,-2040
16341,2040,2040,-2040
16365,292,2040,-2040
16389,-1080,2040,-1536
16413,-1680,2040,-228
16437,-1328,2040,304
16460,2040,2040,2040
16484,2040,1792,2040
16507,2040,2040,2040
16531,2040,2040,28
16553,2040,2040,-2040
16577,2040,2040,-2040
16601,2040,1836,-2040
16624,-480,2040,-2040
16647,796,1364,-2032
16670,-228,1612,-1072
16693,-624,2040,408
16715,504,2040,2040
16737,2040,2028,2040
16761,2040,2040,2040
16785,2040,2040,140
16807,2040,2040,-2040
16830,2040,2040,-2040
16853,-40,2040,-2040
16877,-1064,2040,-1504
16901,-1492,1692,-8
16923,-1272,1408,692
16947,128,1304,1440
16969,1448,1332,2024
16993,2040,1380,2040
17016,2040,1008,2040
17039,2040,2040,-1596
17063,2040,2040,-2040
17086,2040,1948,-2040
17109,2040,2008,-2040
17133,984,2040,-2040
17157,-300,2040,-1792
17181,-1132,2040,-456
17204,-1524,2040,152
17227,244,2040,2040
17248,1536,2040,2040
17272,2040,2004,2040
17296,1608,2040,1908
17320,2040,2040,-636
17344,2040,2040,-2040
17367,2040,2040,-2040
17390,2040,2040,-2040
17413,1324,2040,-1304
17436,836,2040,-284
17458,-52,2036,560
17480,-1048,1180,688
17504,-1736,936,556
17526,-1144,1500,1536
17549,-48,2040,2040
17571,1580,2040,2040
17594,2040,2040,2040
17617,2040,2040,-1144
17641,2040,2040,-2040
17665,2040,2040,-2040
17689,812,2040,-1744
17713,880,2040,-664
17735,624,1924,-1028
17758,-844,1780,-748
17781,-2040,2040,-488
17804,-1976,2040,1224
17828,2040,2040,2040
17852,2040,2040,1912
17876,2040,2040,-908
17901,2040,2040,-1428
17924,2040,2040,-2040
17947,2040,1516,-2040
17970,2040,1792,-2040
17993,1708,2040,-2040
18017,204,2040,-1056
18041,-732,2040,132
18063,-1400,2040,852
18087,-1584,2040,1784
18110,-1136,2040,2040
18133,160,2040,2040
18155,1060,2040,2040
18178,2040,2040,-1048
18201,2040,2040,-2040
18224,2040,2040,-2040
18248,2040,2040,-2040
18273,1468,2040,-788
18296,700,2040,100
18317,860,1916,-92
18339,284,1596,-908
18361,-648,1600,-916
18385,-1080,2036,1524
18409,-16,2040,2040
18431,284,2040,2040
18453,1124,2040,2040
18477,2040,2040,-368
18501,2040,2040,-1880
18524,2040,2040,-2040
18547,2040,1816,-2040
18570,2040,2040,-2040
18593,2040,1988,1312
18617,1204,1748,208
18639,212,1508,-556
18661,-508,1188,-388
18685,-1304,1076,-312
18708,-896,924,580
18730,136,844,2032
18751,604,1104,2040
18773,1560,1548,2040
18797,2040,2040,1148
18821,2040,2040,-2040
18845,2040,1780,-2040
18869,1140,2040,-2040
18892,-144,2040,-1924
18915,-360,1824,28
18937,-748,1264,-224
18961,-440,1144,-496
18986,2016,1552,2040
19009,2040,1116,2040
19033,2040,1808,2040
19057,2040,2040,388
19079,2040,2040,-1720
19102,2040,2040,-2040
19125,2040,1940,-2040
19149,1128,2040,-2040
19173,476,1832,-1076
19197,-496,1564,-484
19221,-1292,1432,408
19245,-1580,1420,1268
19268,-1116,1488,2040
19291,-128,2040,2040
19314,2036,2040,2040
19338,2040,2040,-1152
19361,2040,2040,-2040
19385,2040,1872,-2040
19409,2040,1952,-2040
19432,1208,2040,-788
19455,1256,1684,996
19477,1028,1168,-660
19500,-116,1032,-1408
19523,-1236,992,-1200
19546,-2040,2040,1752
19569,-612,2040,2040
19593,2040,2040,2040
19617,2040,2040,924
19638,2040,2040,-1120
19661,2040,2040,-1444
19684,2040,1448,-2040
19708,1012,1336,-2040
19732,2040,1152,840
19754,1920,932,164
19776,144,932,-1088
19797,-1076,940,-1016
19821,-1688,960,-344
19844,-1056,844,1180
19867,-296,888,2040
19889,728,1612,2040
19911,2040,2040,1768
19934,2040,2040,-764
19957,2040,2040,-1764
19981,2040,2040,-2040
