time,x,y,z
3441,-200,-492,-880
3463,-212,-488,-852
3485,-228,-476,-980
3507,-164,-492,-916
3529,-192,-492,-896
3551,-220,-512,-908
3573,-200,-496,-852
3595,-112,-512,-716
3617,-244,-480,-820
3639,-300,-464,-1000
3662,-248,-468,-1164
3685,-100,-504,-880
3707,-108,-524,-704
3729,-204,-480,-1004
3753,-140,-500,-1016
3777,-192,-488,-908
3799,-164,-500,-764
3821,-196,-496,-980
3843,-376,-516,-836
3865,-272,-504,-804
3887,-196,-544,-940
3909,-196,-500,-796
3931,-60,-480,-936
3953,-160,-488,-916
3976,-216,-496,-812
3998,-192,-524,-844
4020,-200,-508,-892
4042,-252,-512,-916
4063,-132,-528,-960
4085,-252,-504,-868
4107,-244,-488,-920
4128,-128,-492,-976
4150,-88,-496,-944
4172,-256,-480,-788
4193,-220,-484,-872
4215,-116,-508,-908
4237,-104,-492,-892
4259,-176,-536,-856
4281,-96,-528,-972
4303,-64,-524,-984
4325,-120,-512,-884
4347,-212,-460,-912
4369,-264,-360,-620
4391,-164,-484,-1012
4415,-208,-436,-848
4436,-132,-496,-888
4458,-124,-532,-916
4479,-232,-492,-928
4501,-240,-472,-928
4523,-212,-444,-912
4545,-124,-424,-1012
4569,-96,-448,-1032
4591,-84,-504,-1044
4613,-76,-388,-992
4635,-128,-440,-888
4657,-92,-464,-896
4679,-124,-452,-840
4702,-112,-480,-944
4725,-132,-504,-920
4746,-92,-528,-904
4768,-40,-532,-988
4790,-140,-476,-1024
4813,8,-460,-928
4835,-28,-444,-980
4857,-264,-424,-836
4879,-72,-560,-804
4901,-128,-732,-1036
4925,-896,-416,-1124
4949,-496,-720,-304
4971,224,-764,-764
4993,28,-328,-1156
5015,-152,-316,-1308
5039,184,-476,-960
5061,276,-408,-444
5083,64,-960,-680
5105,-36,-952,-1088
5128,-16,-468,-1368
5149,-176,-260,-1812
5172,-660,52,-1552
5194,-1172,-20,-556
5215,-1744,-364,20
5237,-2040,-488,324
5259,-2040,-312,116
5282,-1380,-156,-220
5305,36,1020,-1192
5327,2036,1360,-92
5348,2040,420,104
5370,2040,-340,2012
5391,1108,644,728
5413,-1536,1808,-2020
5437,-2040,1944,-2040
5461,-2040,2040,-2040
5485,-2040,2040,-1568
5509,2040,2040,2040
5531,2040,1244,2000
5553,2040,372,1984
5575,1872,1960,-128
5597,-136,2040,-2040
5621,-2040,2040,-2040
5645,-2040,2040,-2040
5669,-2040,2040,-1384
5693,852,2040,1844
5715,2040,2040,2040
5737,2040,1716,776
5759,1296,2040,-1988
5783,-604,2040,-2040
5807,-2040,2040,-2040
5830,-2040,2040,-2040
5853,-64,2040,780
5876,2040,2040,2040
5897,2040,324,2040
5919,2040,1796,1956
5941,1880,2040,-1544
5964,520,2040,-2040
5986,-2040,2040,-2040
6009,-2040,2040,-1804
6033,-940,2040,676
6056,2040,2040,2040
6077,2040,2040,2040
6099,2040,1980,2040
6121,2040,2040,904
6143,2040,2040,-2040
6167,924,2040,-2040
6189,-900,2040,-2040
6214,-2040,2040,-1432
6237,-408,2040,1472
6259,1672,2040,2040
6281,2040,2040,2040
6303,2040,2040,2040
6325,2040,2040,692
6347,2040,2040,-2040
6371,2040,2040,-2040
6395,884,2040,-2040
6417,-1636,2040,-2040
6441,-160,2040,1892
6463,1260,2040,2040
6484,2040,1896,2040
6506,2040,1804,2040
6527,2040,2040,1560
6549,2040,2040,-1940
6573,2040,2040,-2040
6597,2040,2040,-2040
6620,-660,2040,-2040
6644,-1784,2040,-1744
6667,648,2040,2040
6689,2040,2040,2040
6711,2040,1884,2040
6733,2040,2040,1312
6755,2040,2040,-2040
6779,2040,2040,-2040
6804,2040,2040,-2040
6827,-1800,2040,-2040
6850,-2040,2040,504
6871,-8,2040,2040
6893,1428,1744,2040
6915,2040,1556,2040
6938,2040,2000,232
6959,2040,2040,-2040
6983,2012,2040,-2040
7008,296,2040,-2040
7029,-1508,2040,-2040
7052,-1004,2040,476
7074,1432,2040,2040
7095,2040,1044,2040
7117,2040,556,1656
7139,2040,112,1072
7161,2040,-24,320
7184,1664,1592,-1932
7207,-2040,2040,-2040
7230,-2040,1100,-1932
7253,-2040,2040,-4
7275,-2040,2040,2040
7299,-1908,2040,2040
7323,-72,2040,1244
7345,24,2040,-1836
7368,456,2040,-2040
7389,1368,1908,-2000
7413,2040,1476,-2040
7437,2040,1036,-2040
7460,2040,528,-2040
7482,1596,1692,-1632
7505,280,1996,-1492
7527,64,2040,-1908
7549,-480,2040,-748
7571,-2040,2040,216
7593,-2040,2040,1792
7616,-1568,2040,2040
7639,2040,2040,2040
7662,-1048,2040,1640
7685,-2040,2040,920
7707,-2040,2040,-572
7731,976,2040,-2040
7753,2040,2040,-2040
7777,2040,2040,-2040
7800,2040,1476,-2040
7823,2040,1376,-2040
7846,1844,1644,-1192
7869,300,1496,-2040
7891,-408,2040,-2040
7915,-2040,2040,-1620
7939,-2040,2040,124
7961,-748,2040,2040
7983,2040,2040,2040
8005,2040,876,2040
8029,596,1004,644
8051,-620,2040,-76
8073,-176,2040,-892
8096,1640,1384,-928
8118,2040,1532,-1424
8141,660,2040,-2040
8163,-2040,2040,-2040
8186,-2040,2040,-2040
8209,-2040,2040,-2040
8233,-2040,2040,-2040
8257,-1040,2040,-1644
8280,376,2040,-756
8302,1272,2040,-192
8324,2040,792,708
8346,2040,180,880
8367,1900,248,628
8389,912,388,-148
8411,1296,320,-148
8433,1252,612,-704
8455,532,100,-1500
8477,-808,1188,-2040
8501,-2040,1820,-2040
8525,-2040,2040,-1900
8548,-2040,2040,988
8570,-2040,2040,2040
8593,524,2040,2040
8615,1368,2040,-1192
8639,1344,2040,-2040
8663,1368,2040,-1880
8688,1584,1512,-1796
8711,2040,920,-2040
8732,2040,944,-2040
8754,2040,608,-2040
8775,2040,1620,-2040
8800,132,2040,-2040
8821,-620,2040,-1480
8845,-1556,2040,364
8868,-732,2040,2040
8889,2040,2040,2040
8911,2040,1956,2040
8932,-236,2040,1824
8954,-1072,2040,-392
8977,-616,2040,-2040
9001,1084,2040,-2040
9025,2040,816,-2040
9047,2040,1568,-2040
9070,2040,2040,960
9091,2040,2040,2040
9112,2040,2020,2040
9134,2040,2040,2040
9155,-640,2040,1116
9177,-2040,2040,-2040
9201,-2040,2040,-2040
9224,-2040,2040,-2040
9249,-416,2040,420
9270,2040,2040,1344
9292,2040,2040,1132
9314,2040,2040,784
9335,2040,168,1904
9357,2040,1376,1536
9380,-2040,2040,-2040
9403,-2040,2040,-2040
9427,-2040,2040,-1348
9452,-700,2040,2040
9473,2040,2040,2040
9495,2040,2040,2040
9517,2040,2040,996
9539,2040,2040,-280
9561,2040,2040,-2040
9585,2040,2040,-2040
9609,-2040,2040,-2040
9633,-2040,2040,392
9655,1804,2040,2040
9676,2040,1588,2040
9698,2040,2040,2040
9719,2040,2040,-832
9741,2040,2040,-2040
9765,2040,2040,-2040
9789,672,2040,-2040
9812,-1812,2040,-2040
9836,2040,2040,2040
9857,2040,92,2040
9879,2000,2040,1236
9901,964,2040,-1880
9923,2040,2040,-2040
9947,4,1484,-2040
9969,-1508,2040,-1828
9993,220,1556,1496
10016,1392,-444,2040
10039,1180,-804,1252
10062,-436,-112,-1984
10086,-524,-164,-2040
10109,-368,-228,-1512
10133,-188,-324,-548
10157,-44,-344,-528
10179,-80,-308,-792
10201,-256,-280,-908
10225,-236,-280,-1012
10248,-116,-284,-980
10271,-224,-352,-816
10294,-464,-332,-884
10317,-504,-328,-1156
10341,-204,-348,-1276
10365,44,-368,-1100
10388,56,-360,-888
10409,-56,-348,-860
10431,-188,-308,-968
10454,-188,-356,-1180
10477,-152,-368,-924
10501,-132,-364,-856
10525,-164,-340,-832
10549,-192,-368,-924
10573,-276,-340,-1012
10596,-172,-348,-1008
10619,-160,-368,-860
10643,-276,-384,-908
10666,-324,-316,-804
10689,-220,-288,-996
10713,-12,-320,-1232
10737,24,-324,-1156
10760,-32,-300,-988
10781,-76,-320,-816
10803,-108,-312,-860
10826,-140,-296,-992
10849,-120,-316,-992
10873,-24,-352,-1096
10897,-52,-380,-1056
10921,-208,-332,-1032
10944,-272,-320,-952
10968,-156,-380,-932
10991,-132,-340,-868
11014,-160,-300,-1008
11037,-180,-280,-1012
11061,-160,-312,-996
11085,-140,-320,-892
11109,-104,-316,-872
11133,-200,-276,-1056
11157,-184,-304,-1048
11181,-76,-320,-1024
11204,-144,-296,-976
11227,-168,-288,-960
11250,-100,-308,-964
11273,-96,-328,-1016
11297,-172,-312,-1016
11321,-164,-308,-972
11346,-112,-336,-968
11369,-176,-336,-1020
11392,-176,-320,-1036
11415,-104,-324,-1032
11438,-64,-324,-920
11459,-68,-328,-876
11481,-96,-304,-972
11503,-112,-312,-1036
11527,-104,-328,-1024
11550,-124,-332,-952
11573,-104,-364,-968
11597,-164,-336,-1028
11621,-104,-332,-1072
11645,-52,-356,-908
11667,-84,-348,-912
11689,-180,-328,-996
11713,-120,-340,-996
11737,-140,-340,-984
11760,-116,-340,-1024
11784,-88,-352,-952
11806,-80,-364,-872
11827,-96,-372,-896
11849,-132,-356,-1004
11873,-136,-348,-1012
11897,-80,-360,-952
11919,-72,-356,-968
11940,-140,-356,-948
11963,-140,-344,-1016
11986,-84,-360,-960
12008,-120,-356,-1000
12031,-108,-372,-984
12055,-92,-368,-992
12077,-68,-336,-940
12099,-136,-360,-948
12123,-104,-360,-1008
12146,-108,-368,-948
12169,-120,-356,-1008
12193,-72,-364,-980
12215,-76,-376,-1004
12239,-172,-380,-884
12263,-152,-368,-972
12288,-84,-380,-968
12309,-84,-372,-1008
12332,-112,-360,-980
12355,-124,-352,-944
12378,-92,-360,-960
12399,-88,-360,-980
12422,-128,-356,-948
12445,-148,-372,-928
12469,-116,-364,-1000
12493,-56,-376,-1016
12516,-72,-380,-972
12538,-160,-364,-924
12561,-124,-384,-976
12585,-100,-388,-988
12609,-136,-372,-960
12633,-88,-356,-976
12655,-80,-372,-928
12676,-124,-372,-980
12699,-136,-352,-992
12722,-92,-360,-992
12743,-96,-364,-920
12765,-120,-360,-940
12789,-96,-356,-1012
12813,-60,-372,-976
12836,-136,-368,-980
12859,-128,-384,-988
12882,-124,-380,-980
12905,-116,-396,-936
12929,-144,-380,-952
12953,-96,-376,-980
12975,-84,-372,-976
12997,-100,-376,-944
13022,-156,-360,-1000
13045,-128,-368,-1000
13069,-76,-372,-976
13091,-120,-368,-940
13114,-136,-372,-956
13137,-120,-368,-976
13160,-120,-376,-992
13184,-88,-372,-980
13206,-124,-384,-980
13229,-124,-380,-992
13253,-104,-384,-944
13276,-112,-384,-920
13299,-120,-372,-940
13322,-112,-388,-956
13345,-144,-376,-972
13369,-164,-388,-960
13394,-108,-380,-936
13417,-112,-376,-952
13441,-116,-376,-984
13464,-124,-376,-984
13487,-128,-372,-952
13511,-120,-372,-972
13535,-68,-380,-980
13557,-116,-380,-940
13581,-88,-384,-948
13604,-140,-372,-964
13627,-140,-376,-980
13650,-100,-388,-960
13673,-156,-372,-964
13697,-164,-372,-1020
13721,-112,-388,-932
13746,-124,-372,-976
13769,-132,-380,-956
13793,-140,-388,-932
13816,-148,-384,-952
13839,-128,-384,-988
13862,-96,-384,-980
13883,-124,-384,-956
13907,-132,-368,-952
13931,-124,-376,-968
13955,-168,-364,-996
13980,-96,-376,-984
14001,-96,-372,-960
14023,-136,-376,-956
14046,-172,-376,-940
14069,-100,-376,-992
14093,-92,-384,-976
14115,-116,-384,-980
14139,-132,-376,-984
14164,-104,-388,-964
14187,-120,-384,-964
14210,-120,-368,-936
14233,-124,-364,-932
14257,-120,-376,-984
14281,-124,-376,-980
14305,-144,-384,-948
14329,-104,-380,-984
14353,-100,-384,-992
14377,-112,-384,-952
14400,-132,-372,-964
14423,-108,-388,-968
14446,-124,-392,-972
14469,-116,-384,-972
14492,-128,-376,-932
14516,-132,-384,-936
14541,-140,-388,-956
14564,-112,-384,-992
14587,-108,-372,-980
14610,-112,-376,-956
14633,-116,-384,-944
14657,-112,-380,-984
14680,-124,-384,-1008
14704,-104,-384,-976
14729,-116,-380,-940
14752,-140,-384,-940
14775,-140,-376,-964
14798,-112,-372,-1000
14821,-100,-380,-972
14845,-116,-368,-936
14869,-108,-364,-964
14893,-112,-372,-996
14917,-136,-376,-944
14941,-168,-360,-948
14964,-88,-368,-952
14986,-52,-380,-924
15007,-92,-380,-924
15029,-144,-272,-564
15053,-80,-44,4
15075,-156,-156,760
15097,-532,496,548
15120,80,872,-1548
15141,804,584,-2040
15163,700,160,-2040
15185,392,228,-2040
15207,324,1140,-2040
15231,48,2040,-2040
15253,496,2040,-1736
15278,2040,2040,2040
15301,2040,2040,2040
15325,2040,912,2040
15347,1868,2040,2040
15370,-464,2040,1916
15393,-1824,2040,-1812
15417,-2040,2040,-2040
15441,-2040,2040,-2040
15465,236,2040,28
15488,1552,2040,772
15509,2040,2040,568
15531,2040,2040,880
15553,2040,2040,1812
15577,2040,240,2040
15599,2040,1796,2040
15623,-524,2040,1764
15647,-2040,2040,-1396
15670,-2040,2040,-2040
15693,-2040,2040,-2040
15716,764,2040,656
15738,2040,2040,936
15759,2040,2040,2036
15783,2040,688,2040
15805,2040,1696,2040
15829,1416,2040,1564
15853,-1144,2040,-2040
15877,-2040,2040,-2040
15900,-1140,2040,-788
15923,2040,2040,996
15945,2040,2040,1372
15968,2040,2040,1724
15992,2040,-680,1300
16016,2040,-420,2040
16041,1120,2040,-292
16064,-2040,2040,-2040
16088,-2040,2040,-2040
16111,-2040,2040,-80
16134,-2040,2040,1944
16157,236,2040,2040
16179,2040,2032,1428
16202,2040,2040,-8
16224,2040,1868,-2040
16248,2040,1204,-2040
16271,144,2040,-2040
16295,-2004,2040,-2040
16318,-2040,2040,-1092
16343,-644,2040,2040
16367,2040,1980,2040
16391,2040,1704,2040
16416,2040,2040,-2040
16439,2040,2040,-2040
16462,2040,2040,-2040
16485,-508,2040,-2040
16508,-360,2040,-4
16530,2040,2040,2040
16553,2040,2040,2040
16577,2040,1816,2040
16601,2040,520,2040
16624,464,2040,44
16645,-248,2040,-2040
16668,-1376,2040,-2040
16691,-2036,2040,-2040
16714,-1584,2040,-824
16737,1112,2040,740
16759,2040,2040,1656
16783,2040,1692,880
16805,2040,564,716
16827,2040,-1040,1884
16850,-204,2040,-1132
16874,-1936,2040,-2040
16897,-2040,2040,-2040
16921,-2040,2040,-2040
16945,-2040,2040,864
16969,-1100,2040,2040
16992,1976,2040,1720
17016,2040,1456,-1240
17040,2040,2040,-2040
17063,2040,1580,-2040
17086,2040,1844,-2040
17109,176,2040,-2040
17133,-876,2040,-1436
17156,-2024,2040,-112
17180,-2040,2040,288
17203,-2040,1924,272
17226,-2040,1892,1748
17249,80,1708,2040
17271,1408,1532,996
17293,2040,2040,272
17315,2040,2040,-700
17339,2040,1808,-2040
17364,1932,2040,-2040
17387,-1272,2040,-2040
17410,-2040,2040,-2040
17433,-2040,2040,-1544
17456,-2040,2040,-940
17480,-116,2040,-1000
17504,1904,2040,40
17526,2040,2040,-408
17549,2040,1740,-652
17573,2040,1256,-704
17596,2040,1832,-2040
17619,820,2040,-1660
17642,-192,2040,-1208
17665,-1016,2040,-1012
17689,-2040,2040,-436
17713,-2040,2040,872
17737,-2040,2040,1064
17761,-2040,2040,1692
17785,-220,2040,1288
17808,644,2040,-464
17830,800,1812,-1212
17853,936,1460,-2040
17877,1372,1104,-2040
17901,1956,824,-2040
17925,2040,504,-2008
17949,2020,684,-1108
17972,1756,1492,-472
17995,1740,2040,640
18017,720,2012,1608
18039,-964,2040,1400
18063,-2040,2040,440
18087,-2040,2040,-2040
18110,-2040,2040,-2040
18133,-1884,2040,592
18156,1436,2040,-436
18179,1816,2040,-1268
18202,2040,2040,-2040
18225,2040,2040,-1612
18249,2040,-28,-248
18271,1072,580,2040
18293,1008,-448,828
18316,896,576,-836
18337,-128,1540,-1440
18360,-824,2040,-1324
18383,-1364,2040,-792
18406,-1840,2040,260
18429,-2028,1580,-432
18453,-1088,1116,-200
18477,-620,1520,-40
18500,-376,2040,-236
18523,-376,2040,-1020
18546,-180,2040,-592
18569,24,1452,-636
18591,-100,1436,-368
18615,-256,1564,204
18637,-300,988,36
18659,172,432,-96
18681,1172,904,248
18703,2040,1360,628
18724,2040,-72,336
18746,2040,-876,-340
18769,1648,668,528
18791,368,2040,572
18813,-2040,2040,2040
18838,-668,2040,-1964
18861,228,1532,-1020
18885,444,372,-924
18906,-764,268,-376
18927,-2040,1564,-916
18950,-1620,2040,-1192
18973,812,2024,-232
18995,2040,2040,-704
19019,2040,2040,-968
19043,2040,36,-44
19065,828,1732,720
19087,-1072,2040,2040
19110,-2040,2040,1276
19133,-2040,2040,-2040
19157,-2040,2040,-2040
19181,-2040,2040,-2040
19205,-2040,2040,-1552
19229,-980,2040,-184
19253,1280,2040,1204
19277,2032,2040,1088
19300,2040,1968,1232
19323,2040,1880,1948
19346,2040,932,2040
19367,2040,668,2040
19389,1584,2040,1808
19412,648,2040,120
19434,-1884,2040,-1516
19457,-2040,2040,-1972
19480,-2040,2040,-2040
19503,-512,2040,820
19525,932,2040,576
19547,1772,2040,-36
19569,2040,1992,-120
19593,2040,1496,-224
19616,2040,2028,344
19638,2040,2020,1580
19661,2040,88,2040
19683,2040,1660,2040
19706,1632,2040,1232
19729,-2040,2040,-1652
19753,-2040,2040,-2040
19777,-2040,2040,-2040
19800,1028,2040,1996
19823,2040,2040,572
19844,2040,2040,-616
19867,2040,2040,-1192
19890,2040,564,-2008
19914,2040,32,-888
19935,280,632,-24
19957,-744,1648,-12
19980,-2040,2040,-324
